Nº de abonados;Sexo;Edad;Tipo de abono;Centro deportivo;Mes
1;HOMBRE;33;ADM ACTIVIDAD DIRIGIDA;Vicente del Bosque;mar-25
1;HOMBRE;40;ADM ACTIVIDAD DIRIGIDA;Vicente del Bosque;mar-25
1;HOMBRE;41;ADM ACTIVIDAD DIRIGIDA;Vicente del Bosque;mar-25
1;HOMBRE;47;ADM ACTIVIDAD DIRIGIDA;Vicente del Bosque;mar-25
1;HOMBRE;48;ADM ACTIVIDAD DIRIGIDA;Vicente del Bosque;mar-25
2;HOMBRE;49;ADM ACTIVIDAD DIRIGIDA;Vicente del Bosque;mar-25
1;HOMBRE;50;ADM ACTIVIDAD DIRIGIDA;Vicente del Bosque;mar-25
4;HOMBRE;54;ADM ACTIVIDAD DIRIGIDA;Vicente del Bosque;mar-25
2;HOMBRE;56;ADM ACTIVIDAD DIRIGIDA;Vicente del Bosque;mar-25
1;HOMBRE;57;ADM ACTIVIDAD DIRIGIDA;Vicente del Bosque;mar-25
1;HOMBRE;58;ADM ACTIVIDAD DIRIGIDA;Vicente del Bosque;mar-25
1;MUJER;53;ADM COMPLETO;Vicente del Bosque;mar-25
2;MUJER;54;ADM COMPLETO;Vicente del Bosque;mar-25
1;MUJER;58;ADM COMPLETO;Vicente del Bosque;mar-25
1;MUJER;59;ADM COMPLETO;Vicente del Bosque;mar-25
1;MUJER;61;ADM COMPLETO;Vicente del Bosque;mar-25
1;MUJER;62;ADM COMPLETO;Vicente del Bosque;mar-25
1;MUJER;63;ADM COMPLETO;Vicente del Bosque;mar-25
2;MUJER;64;ADM COMPLETO;Vicente del Bosque;mar-25
2;MUJER;67;ADM COMPLETO;Vicente del Bosque;mar-25
4;MUJER;68;ADM COMPLETO;Vicente del Bosque;mar-25
1;MUJER;69;ADM COMPLETO;Vicente del Bosque;mar-25
1;MUJER;70;ADM COMPLETO;Vicente del Bosque;mar-25
2;MUJER;71;ADM COMPLETO;Vicente del Bosque;mar-25
2;MUJER;73;ADM COMPLETO;Vicente del Bosque;mar-25
1;MUJER;77;ADM COMPLETO;Vicente del Bosque;mar-25
1;HOMBRE;25;ADM COMPLETO;Vicente del Bosque;mar-25
1;HOMBRE;27;ADM COMPLETO;Vicente del Bosque;mar-25
1;HOMBRE;50;ADM COMPLETO;Vicente del Bosque;mar-25
1;HOMBRE;65;ADM COMPLETO;Vicente del Bosque;mar-25
2;HOMBRE;66;ADM COMPLETO;Vicente del Bosque;mar-25
4;HOMBRE;67;ADM COMPLETO;Vicente del Bosque;mar-25
2;HOMBRE;69;ADM COMPLETO;Vicente del Bosque;mar-25
1;HOMBRE;70;ADM COMPLETO;Vicente del Bosque;mar-25
1;HOMBRE;73;ADM COMPLETO;Vicente del Bosque;mar-25
1;MUJER;20;ADM FAMILIAR;Vicente del Bosque;mar-25
1;MUJER;21;ADM FAMILIAR;Vicente del Bosque;mar-25
2;MUJER;23;ADM FAMILIAR;Vicente del Bosque;mar-25
1;MUJER;44;ADM FAMILIAR;Vicente del Bosque;mar-25
1;MUJER;54;ADM FAMILIAR;Vicente del Bosque;mar-25
1;MUJER;57;ADM FAMILIAR;Vicente del Bosque;mar-25
1;MUJER;62;ADM FAMILIAR;Vicente del Bosque;mar-25
1;HOMBRE;18;ADM FAMILIAR;Vicente del Bosque;mar-25
1;HOMBRE;19;ADM FAMILIAR;Vicente del Bosque;mar-25
1;HOMBRE;21;ADM FAMILIAR;Vicente del Bosque;mar-25
1;HOMBRE;23;ADM FAMILIAR;Vicente del Bosque;mar-25
1;HOMBRE;46;ADM FAMILIAR;Vicente del Bosque;mar-25
1;HOMBRE;56;ADM FAMILIAR;Vicente del Bosque;mar-25
1;HOMBRE;59;ADM FAMILIAR;Vicente del Bosque;mar-25
1;MUJER;20;ADM REDUCIDO;Vicente del Bosque;mar-25
1;MUJER;68;ADM REDUCIDO;Vicente del Bosque;mar-25
1;MUJER;69;ADM REDUCIDO;Vicente del Bosque;mar-25
1;MUJER;70;ADM REDUCIDO;Vicente del Bosque;mar-25
2;MUJER;72;ADM REDUCIDO;Vicente del Bosque;mar-25
1;MUJER;73;ADM REDUCIDO;Vicente del Bosque;mar-25
1;MUJER;74;ADM REDUCIDO;Vicente del Bosque;mar-25
1;MUJER;75;ADM REDUCIDO;Vicente del Bosque;mar-25
3;MUJER;77;ADM REDUCIDO;Vicente del Bosque;mar-25
2;MUJER;78;ADM REDUCIDO;Vicente del Bosque;mar-25
1;MUJER;79;ADM REDUCIDO;Vicente del Bosque;mar-25
2;MUJER;80;ADM REDUCIDO;Vicente del Bosque;mar-25
1;MUJER;81;ADM REDUCIDO;Vicente del Bosque;mar-25
3;HOMBRE;66;ADM REDUCIDO;Vicente del Bosque;mar-25
3;HOMBRE;68;ADM REDUCIDO;Vicente del Bosque;mar-25
1;HOMBRE;69;ADM REDUCIDO;Vicente del Bosque;mar-25
2;HOMBRE;70;ADM REDUCIDO;Vicente del Bosque;mar-25
1;HOMBRE;72;ADM REDUCIDO;Vicente del Bosque;mar-25
3;HOMBRE;73;ADM REDUCIDO;Vicente del Bosque;mar-25
1;HOMBRE;74;ADM REDUCIDO;Vicente del Bosque;mar-25
1;HOMBRE;75;ADM REDUCIDO;Vicente del Bosque;mar-25
3;HOMBRE;76;ADM REDUCIDO;Vicente del Bosque;mar-25
3;HOMBRE;77;ADM REDUCIDO;Vicente del Bosque;mar-25
1;HOMBRE;81;ADM REDUCIDO;Vicente del Bosque;mar-25
1;HOMBRE;83;ADM REDUCIDO;Vicente del Bosque;mar-25
1;HOMBRE;86;ADM REDUCIDO;Vicente del Bosque;mar-25
1;MUJER;18;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
2;MUJER;19;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;MUJER;21;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
4;MUJER;22;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;MUJER;23;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;MUJER;24;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
3;MUJER;26;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
2;MUJER;27;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;MUJER;28;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
2;MUJER;29;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;MUJER;32;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;MUJER;37;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;MUJER;42;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
2;MUJER;43;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;MUJER;45;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;MUJER;49;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
2;MUJER;50;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
2;MUJER;52;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;MUJER;58;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
5;MUJER;60;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
2;MUJER;62;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;MUJER;63;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
2;HOMBRE;18;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;HOMBRE;19;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
2;HOMBRE;21;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
2;HOMBRE;23;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;HOMBRE;24;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
4;HOMBRE;25;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;HOMBRE;26;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
6;HOMBRE;27;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
3;HOMBRE;28;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
2;HOMBRE;29;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
2;HOMBRE;30;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
2;HOMBRE;31;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;HOMBRE;33;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
2;HOMBRE;34;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
2;HOMBRE;36;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
2;HOMBRE;37;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;HOMBRE;38;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;HOMBRE;39;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;HOMBRE;41;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
2;HOMBRE;42;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;HOMBRE;44;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;HOMBRE;45;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
3;HOMBRE;47;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
6;HOMBRE;48;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
2;HOMBRE;49;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
2;HOMBRE;50;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
2;HOMBRE;51;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
5;HOMBRE;52;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
3;HOMBRE;53;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;HOMBRE;55;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;HOMBRE;56;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
4;HOMBRE;59;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;HOMBRE;61;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;HOMBRE;62;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;HOMBRE;64;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Vicente del Bosque;mar-25
1;MUJER;18;ADM USO LIBRE;Vicente del Bosque;mar-25
1;MUJER;19;ADM USO LIBRE;Vicente del Bosque;mar-25
1;MUJER;22;ADM USO LIBRE;Vicente del Bosque;mar-25
1;MUJER;25;ADM USO LIBRE;Vicente del Bosque;mar-25
1;MUJER;27;ADM USO LIBRE;Vicente del Bosque;mar-25
1;MUJER;35;ADM USO LIBRE;Vicente del Bosque;mar-25
1;MUJER;36;ADM USO LIBRE;Vicente del Bosque;mar-25
1;MUJER;45;ADM USO LIBRE;Vicente del Bosque;mar-25
1;MUJER;59;ADM USO LIBRE;Vicente del Bosque;mar-25
2;MUJER;65;ADM USO LIBRE;Vicente del Bosque;mar-25
2;MUJER;66;ADM USO LIBRE;Vicente del Bosque;mar-25
1;MUJER;67;ADM USO LIBRE;Vicente del Bosque;mar-25
4;MUJER;68;ADM USO LIBRE;Vicente del Bosque;mar-25
2;MUJER;70;ADM USO LIBRE;Vicente del Bosque;mar-25
2;MUJER;72;ADM USO LIBRE;Vicente del Bosque;mar-25
2;MUJER;73;ADM USO LIBRE;Vicente del Bosque;mar-25
1;MUJER;74;ADM USO LIBRE;Vicente del Bosque;mar-25
3;MUJER;76;ADM USO LIBRE;Vicente del Bosque;mar-25
1;MUJER;78;ADM USO LIBRE;Vicente del Bosque;mar-25
1;MUJER;84;ADM USO LIBRE;Vicente del Bosque;mar-25
1;MUJER;86;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;18;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;22;ADM USO LIBRE;Vicente del Bosque;mar-25
3;HOMBRE;25;ADM USO LIBRE;Vicente del Bosque;mar-25
2;HOMBRE;29;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;31;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;36;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;37;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;39;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;41;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;42;ADM USO LIBRE;Vicente del Bosque;mar-25
2;HOMBRE;43;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;45;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;46;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;47;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;48;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;50;ADM USO LIBRE;Vicente del Bosque;mar-25
2;HOMBRE;51;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;52;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;53;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;54;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;56;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;62;ADM USO LIBRE;Vicente del Bosque;mar-25
4;HOMBRE;65;ADM USO LIBRE;Vicente del Bosque;mar-25
3;HOMBRE;66;ADM USO LIBRE;Vicente del Bosque;mar-25
4;HOMBRE;67;ADM USO LIBRE;Vicente del Bosque;mar-25
5;HOMBRE;68;ADM USO LIBRE;Vicente del Bosque;mar-25
8;HOMBRE;69;ADM USO LIBRE;Vicente del Bosque;mar-25
4;HOMBRE;70;ADM USO LIBRE;Vicente del Bosque;mar-25
4;HOMBRE;71;ADM USO LIBRE;Vicente del Bosque;mar-25
3;HOMBRE;72;ADM USO LIBRE;Vicente del Bosque;mar-25
2;HOMBRE;73;ADM USO LIBRE;Vicente del Bosque;mar-25
5;HOMBRE;74;ADM USO LIBRE;Vicente del Bosque;mar-25
4;HOMBRE;75;ADM USO LIBRE;Vicente del Bosque;mar-25
3;HOMBRE;76;ADM USO LIBRE;Vicente del Bosque;mar-25
5;HOMBRE;77;ADM USO LIBRE;Vicente del Bosque;mar-25
5;HOMBRE;78;ADM USO LIBRE;Vicente del Bosque;mar-25
3;HOMBRE;79;ADM USO LIBRE;Vicente del Bosque;mar-25
6;HOMBRE;80;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;81;ADM USO LIBRE;Vicente del Bosque;mar-25
4;HOMBRE;82;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;83;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;84;ADM USO LIBRE;Vicente del Bosque;mar-25
2;HOMBRE;85;ADM USO LIBRE;Vicente del Bosque;mar-25
1;HOMBRE;86;ADM USO LIBRE;Vicente del Bosque;mar-25
1;MUJER;35;ADM ACTIVIDAD DIRIGIDA;Victoria Hernández;mar-25
1;MUJER;51;ADM ACTIVIDAD DIRIGIDA;Victoria Hernández;mar-25
1;MUJER;52;ADM ACTIVIDAD DIRIGIDA;Victoria Hernández;mar-25
1;MUJER;56;ADM ACTIVIDAD DIRIGIDA;Victoria Hernández;mar-25
1;MUJER;59;ADM ACTIVIDAD DIRIGIDA;Victoria Hernández;mar-25
1;MUJER;23;ADM ACTIVIDAD DIRIGIDA;Wilfred Agbonavbare;mar-25
1;MUJER;33;ADM ACTIVIDAD DIRIGIDA;Wilfred Agbonavbare;mar-25
1;MUJER;36;ADM ACTIVIDAD DIRIGIDA;Wilfred Agbonavbare;mar-25
1;MUJER;44;ADM ACTIVIDAD DIRIGIDA;Wilfred Agbonavbare;mar-25
1;MUJER;45;ADM ACTIVIDAD DIRIGIDA;Wilfred Agbonavbare;mar-25
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;Wilfred Agbonavbare;mar-25
3;MUJER;50;ADM ACTIVIDAD DIRIGIDA;Wilfred Agbonavbare;mar-25
1;MUJER;51;ADM ACTIVIDAD DIRIGIDA;Wilfred Agbonavbare;mar-25
1;MUJER;52;ADM ACTIVIDAD DIRIGIDA;Wilfred Agbonavbare;mar-25
2;MUJER;53;ADM ACTIVIDAD DIRIGIDA;Wilfred Agbonavbare;mar-25
2;MUJER;56;ADM ACTIVIDAD DIRIGIDA;Wilfred Agbonavbare;mar-25
2;MUJER;57;ADM ACTIVIDAD DIRIGIDA;Wilfred Agbonavbare;mar-25
4;MUJER;58;ADM ACTIVIDAD DIRIGIDA;Wilfred Agbonavbare;mar-25
3;MUJER;59;ADM ACTIVIDAD DIRIGIDA;Wilfred Agbonavbare;mar-25
1;MUJER;60;ADM ACTIVIDAD DIRIGIDA;Wilfred Agbonavbare;mar-25
2;MUJER;63;ADM ACTIVIDAD DIRIGIDA;Wilfred Agbonavbare;mar-25
1;MUJER;64;ADM ACTIVIDAD DIRIGIDA;Wilfred Agbonavbare;mar-25
1;MUJER;65;ADM ACTIVIDAD DIRIGIDA;Wilfred Agbonavbare;mar-25
1;HOMBRE;53;ADM ACTIVIDAD DIRIGIDA;Wilfred Agbonavbare;mar-25
1;HOMBRE;58;ADM ACTIVIDAD DIRIGIDA;Wilfred Agbonavbare;mar-25
1;MUJER;29;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;MUJER;30;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;MUJER;31;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;MUJER;33;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;MUJER;39;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;MUJER;40;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;MUJER;42;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;MUJER;44;ADM COMPLETO;Wilfred Agbonavbare;mar-25
2;MUJER;50;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;MUJER;54;ADM COMPLETO;Wilfred Agbonavbare;mar-25
3;MUJER;57;ADM COMPLETO;Wilfred Agbonavbare;mar-25
3;MUJER;58;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;MUJER;61;ADM COMPLETO;Wilfred Agbonavbare;mar-25
3;MUJER;62;ADM COMPLETO;Wilfred Agbonavbare;mar-25
2;MUJER;63;ADM COMPLETO;Wilfred Agbonavbare;mar-25
2;MUJER;64;ADM COMPLETO;Wilfred Agbonavbare;mar-25
2;MUJER;65;ADM COMPLETO;Wilfred Agbonavbare;mar-25
4;MUJER;66;ADM COMPLETO;Wilfred Agbonavbare;mar-25
2;MUJER;67;ADM COMPLETO;Wilfred Agbonavbare;mar-25
4;MUJER;68;ADM COMPLETO;Wilfred Agbonavbare;mar-25
3;MUJER;69;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;MUJER;72;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;MUJER;80;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;HOMBRE;33;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;HOMBRE;45;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;HOMBRE;48;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;HOMBRE;54;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;HOMBRE;65;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;HOMBRE;66;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;HOMBRE;67;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;HOMBRE;68;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;HOMBRE;69;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;HOMBRE;76;ADM COMPLETO;Wilfred Agbonavbare;mar-25
1;MUJER;9;ADM FAMILIAR;Wilfred Agbonavbare;mar-25
1;MUJER;13;ADM FAMILIAR;Wilfred Agbonavbare;mar-25
1;MUJER;16;ADM FAMILIAR;Wilfred Agbonavbare;mar-25
1;MUJER;17;ADM FAMILIAR;Wilfred Agbonavbare;mar-25
1;MUJER;22;ADM FAMILIAR;Wilfred Agbonavbare;mar-25
1;MUJER;24;ADM FAMILIAR;Wilfred Agbonavbare;mar-25
1;MUJER;26;ADM FAMILIAR;Wilfred Agbonavbare;mar-25
1;MUJER;28;ADM FAMILIAR;Wilfred Agbonavbare;mar-25
1;MUJER;38;ADM FAMILIAR;Wilfred Agbonavbare;mar-25
1;MUJER;42;ADM FAMILIAR;Wilfred Agbonavbare;mar-25
1;MUJER;53;ADM FAMILIAR;Wilfred Agbonavbare;mar-25
1;MUJER;57;ADM FAMILIAR;Wilfred Agbonavbare;mar-25
1;MUJER;59;ADM FAMILIAR;Wilfred Agbonavbare;mar-25
1;MUJER;60;ADM FAMILIAR;Wilfred Agbonavbare;mar-25
1;HOMBRE;16;ADM FAMILIAR;Wilfred Agbonavbare;mar-25
1;HOMBRE;17;ADM FAMILIAR;Wilfred Agbonavbare;mar-25
1;HOMBRE;43;ADM FAMILIAR;Wilfred Agbonavbare;mar-25
1;HOMBRE;43;ADM FAMILIAR;Wilfred Agbonavbare;mar-25
1;HOMBRE;55;ADM FAMILIAR;Wilfred Agbonavbare;mar-25
1;HOMBRE;61;ADM FAMILIAR;Wilfred Agbonavbare;mar-25
1;MUJER;27;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
1;MUJER;44;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
1;MUJER;57;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
2;MUJER;59;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
1;MUJER;61;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
1;MUJER;62;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
3;MUJER;63;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
1;MUJER;64;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
2;MUJER;65;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
3;MUJER;66;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
8;MUJER;67;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
6;MUJER;68;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
3;MUJER;69;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
6;MUJER;70;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
2;MUJER;71;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
2;MUJER;72;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
2;MUJER;73;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
6;MUJER;74;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
1;MUJER;75;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
1;MUJER;76;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
1;MUJER;78;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
1;MUJER;79;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
1;MUJER;81;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
1;MUJER;82;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
1;HOMBRE;61;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
1;HOMBRE;62;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
3;HOMBRE;64;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
1;HOMBRE;66;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
2;HOMBRE;68;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
1;HOMBRE;70;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
1;HOMBRE;73;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
1;HOMBRE;75;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
1;HOMBRE;81;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
1;HOMBRE;86;ADM REDUCIDO;Wilfred Agbonavbare;mar-25
1;MUJER;16;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Wilfred Agbonavbare;mar-25
1;MUJER;18;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Wilfred Agbonavbare;mar-25
2;MUJER;19;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Wilfred Agbonavbare;mar-25
1;MUJER;20;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Wilfred Agbonavbare;mar-25
2;MUJER;21;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Wilfred Agbonavbare;mar-25
3;MUJER;23;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Wilfred Agbonavbare;mar-25
1;MUJER;25;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Wilfred Agbonavbare;mar-25
1;MUJER;26;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Wilfred Agbonavbare;mar-25
4;MUJER;27;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Wilfred Agbonavbare;mar-25
2;MUJER;29;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Wilfred Agbonavbare;mar-25
2;MUJER;30;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Wilfred Agbonavbare;mar-25
1;MUJER;31;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Wilfred Agbonavbare;mar-25
3;MUJER;32;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Wilfred Agbonavbare;mar-25
3;MUJER;33;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Wilfred Agbonavbare;mar-25
1;MUJER;34;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Wilfred Agbonavbare;mar-25
1;MUJER;38;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Wilfred Agbonavbare;mar-25
1;MUJER;39;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Wilfred Agbonavbare;mar-25
1;MUJER;42;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Wilfred Agbonavbare;mar-25
